Date,Close,High,Low,Open,Volume,BIAS
2020-09-08,132.8000030517578,0.07598695579648046,0.08108107979993873,0.07877329425566215,0.00034068136272545087,0.41016286600390633
2020-09-09,129.64999389648438,0.08147817216469949,0.08776015400996512,0.08523749736951036,0.0003006012024048096,0.3206495374630106
2020-09-10,132.5,0.08474325400982535,0.0942839383936438,0.08929644547737692,0.00010020040080160319,0.40852453166367003
2020-09-11,133.35000610351562,0.08726627591667208,0.09692452907329158,0.09185208626785563,0.0006212424849699398,0.42501818848792594
2020-09-14,123.55000305175781,0.07331551284362903,0.06834420919094403,0.07621765346518344,0.0023647294589178355,0.17177599466448185
2020-09-15,122.19999694824219,0.05417037549437642,0.06228641279197572,0.05832830556372809,0.0010821643286573145,0.1942856299749048
2020-09-16,120.55000305175781,0.05906797561619309,0.057626580347138634,0.06328922429883777,0.00016032064128256512,0.19720088253459725
2020-09-17,118.0999984741211,0.0473434376497317,0.05141347042068917,0.051413105666933634,0.00048096192384769536,0.2076964543813694
2020-09-18,113.5999984741211,0.04274265697405227,0.0422491427596296,0.04675284380757172,0.4191382765531062,0.1811729536883906
2020-09-21,112.0,0.028198277654606918,0.026871705172120564,0.030667460099251864,0.6506412825651302,0.2033595011350038
2020-09-22,110.6500015258789,0.03220541943801192,0.0254737412179894,0.0293144926890625,0.4514028056112224,0.235960984537362
2020-09-23,110.5,0.025675278393632317,0.021435233986477287,0.024052917078205116,0.4894789579158316,0.3051417864670364
2020-09-24,111.1500015258789,0.02419115851707404,0.025163090461893578,0.023902577171006634,0.3493386773547094,0.38402870107135284
2020-09-25,113.6500015258789,0.03072129956145364,0.027027018699601724,0.026909191805782273,0.3654509018036072,0.4817659918411556
2020-09-28,109.55000305175781,0.03205699839200721,0.020347920788441887,0.03307276098253209,0.4297995991983968,0.3398004118753589
2020-09-29,109.55000305175781,0.01914515999512484,0.01910531776405877,0.018941658435897013,0.4240080160320641,0.3483697405045308
2020-09-30,110.94999694824219,0.026120518885774213,0.022522523483379298,0.02239926985361884,0.422124248496994,0.40011865493752774
2020-10-01,107.05000305175781,0.022707038640515764,0.013202858593705069,0.024503890922502103,0.5539278557114228,0.2776384655514572
2020-10-02,108.94999694824219,0.017957859564703804,0.008543026148867983,0.01112446497321018,0.464188376753507,0.3904803406085123
2020-10-05,107.19999694824219,0.017067378580419956,0.013824160105896655,0.017588691025707648,0.39955911823647294,0.3388768196546941
2020-10-06,107.6500015258789,0.016176920242008286,0.015377437587509035,0.01413107960798582,0.30571142284569136,0.37220918896431177
2020-10-07,109.5999984741211,0.0209260993178203,0.012581533380380094,0.014732393359481233,0.40919839679358716,0.4620968738777089
2020-10-08,110.25,0.024339579563078695,0.017862691038542156,0.022098612977871135,0.3659318637274549,0.4621396332007516
2020-10-09,111.55000305175781,0.025230037901490365,0.025163090461893578,0.02239926985361884,0.3159118236472946,0.49312005353183364
2020-10-12,109.1500015258789,0.027901458208469676,0.01988195650486496,0.024654230829700585,0.3188376753507014,0.38133303991185413
2020-10-13,110.0999984741211,0.021371339809962198,0.020347920788441887,0.019542995126041685,0.29637274549098197,0.3997150127832639
2020-10-14,109.5999984741211,0.023003858086653006,0.021901198270054267,0.021797956102123428,0.2814829659318637,0.3798291710343883
2020-10-15,109.5,0.021964978702236626,0.01351350934980089,0.02029464878473558,0.44815631262525046,0.38179177877089443
2020-10-16,107.25,0.021222918763957543,0.014600798846702845,0.020595305660483287,0.29490981963927854,0.3258468129024393
2020-10-19,106.05000305175781,0.013950740427170927,0.010717605142671949,0.011274804880408662,0.33813627254509016,0.3020038799214867
2020-10-20,104.9000015258789,0.009795200243633395,0.005747121941739042,0.012778112197796454,0.36006012024048095,0.29656300954840703
2020-10-21,104.1500015258789,0.00860789981321236,0.0037278564754162913,0.006013229269551279,0.31577154308617233,0.3094940986987972
2020-10-22,106.69999694824219,0.010388839135907824,0.003261868490705866,0.002705934820378675,0.44911823647294585,0.437750059628853
2020-10-23,105.5999984741211,0.009053140305354257,0.008077038164157613,0.010823808097462473,0.24038076152304608,0.40589115837481476
2020-10-26,106.6500015258789,0.009498380797496153,0.006679097911159837,0.006013229269551279,0.28879759519038073,0.4444599877692016
2020-10-27,106.94999694824219,0.012615018950745183,0.012426219852898879,0.011876118631904076,0.3282565130260521,0.43974648593356214
2020-10-28,105.0,0.008014260920937877,0.007766387408061792,0.010974125066011697,0.30727454909819635,0.3522318354601227
2020-10-29,104.5999984741211,0.003710299691395691,0.0024852297498996756,0.006614543021046693,0.32639278557114226,0.35286675430804215
2020-10-30,104.4000015258789,0.005491261659963276,0.004815145972318247,0.005261575610857383,0.3797394789579158,0.35441795776034724
2020-11-02,102.80000305175781,0.0028198413529840205,0.00062130151219153,0.0033072715105233463,0.3728456913827655,0.3193703374122428
2020-11-03,103.44999694824219,0.006826960490516842,0.0018639282377081456,0.0,0.4825450901803607,0.3756506995787782
2020-11-04,103.0,0.0,0.0,0.0025556178518294503,0.36218436873747495,0.3734404494723426
2020-11-05,105.94999694824219,0.008459501413079773,0.0043491816887413215,0.0033072715105233463,0.5905210420841683,0.48646925124791984
2020-11-06,106.94999694824219,0.012021380058470754,0.011804894639573904,0.011274804880408662,0.3758316633266533,0.506603266358208
2020-11-09,106.8499984741211,0.01602849919600363,0.013047521365090464,0.01368008282503963,0.5268336673346693,0.46791595368042177
2020-11-10,107.30000305175781,0.01098250067405443,0.009940966401865758,0.011876118631904076,0.5746092184368737,0.45420782144424665
2020-11-11,109.0999984741211,0.019590400487266735,0.01755204028244639,0.01563438692537361,0.5109619238476953,0.477292667437498
2020-11-12,110.0999984741211,0.02003561833353651,0.02050325801705649,0.01969331209459091,0.5524448897795591,0.48359665601283275
2020-11-13,109.25,0.019590400487266735,0.020192607260960727,0.022098612977871135,0.22486973947895791,0.43037231528825654
2020-11-16,115.6500015258789,0.03636093697567733,0.023765150208895858,0.021497276287726463,0.258376753507014,0.6141917272368027
2020-11-17,116.19999694824219,0.037696658452103016,0.03743397308617791,0.0395369640963803,0.31959919839679357,0.5627270887495235
2020-11-18,119.75,0.05090531629512268,0.044113070997337744,0.04119061132096663,0.237875751503006,0.6141765737170432
2020-11-19,120.6500015258789,0.05060849684898544,0.05125815689320801,0.05111244879118593,0.00406813627254509,0.5647366813137319
2020-11-20,115.5,0.05120213574125987,0.0383659490555987,0.05336740976726767,0.002284569138276553,0.32452275072502834
2020-11-23,114.44999694824219,0.037696658452103016,0.03789996107088828,0.04164160810391282,0.000781563126252505,0.29412306665019305
2020-11-24,113.1500015258789,0.03176017894587002,0.03386145383937622,0.035177382051415296,0.00038076152304609214,0.26766753005011884
2020-11-25,114.5,0.03324429882242824,0.03696800880260093,0.03472638526846911,0.0007615230460921843,0.3573538578753468
2020-11-27,121.69999694824219,0.046749776111585095,0.05125815689320801,0.0487071479079057,0.0033466933867735468,0.6216877549908896
2020-11-30,120.69999694824219,0.051795797279406475,0.0520347956340142,0.05577268771189864,0.0010220440881763527,0.5432880863574047
2020-12-01,115.6500015258789,0.04823389598814337,0.043336432256531554,0.05231507629417681,0.0024248496993987973,0.3451947872847986
2020-12-02,116.8499984741211,0.03576729808340284,0.04302578150043579,0.03968730400357878,0.000721442885771543,0.36263661612061926
2020-12-03,117.6500015258789,0.04066489820521957,0.0481516019299833,0.04464822273868846,0.00026052104208416834,0.36912326371214244
2020-12-04,115.3499984741211,0.03814189894424491,0.04116185326272764,0.04209260488685901,0.00014028056112224449,0.3302982994190886
2020-12-07,116.94999694824219,0.03205699839200721,0.03914258779640489,0.03592903571010925,4.008016032064128e-05,0.41820426885594436
2020-12-08,117.0999984741211,0.03903235728265658,0.046442987219756315,0.04299457551410213,0.00022044088176352705,0.4129104320619948
2020-12-09,114.9000015258789,0.03309587777642359,0.04022987729330685,0.03698134624455085,2.004008016032064e-05,0.34483577803280296
2020-12-10,118.55000305175781,0.043336318512198824,0.05094750613711224,0.04735418049771639,0.0,0.4753058053619965
2020-12-11,119.0999984741211,0.04467201734275239,0.05172414487791843,0.0487071479079057,4.008016032064128e-05,0.4673631755221308
2020-12-14,123.55000305175781,0.05906797561619309,0.06321838876139652,0.05923029912962047,6.012024048096192e-05,0.5821799975178807
2020-12-15,123.0999984741211,0.06114575703089792,0.06958683591646059,0.06539386830637023,0.00010020040080160319,0.5200585213154902
2020-12-16,125.05000305175781,0.06544969561456798,0.07409133113268307,0.06975345035133523,0.0005811623246492985,0.5151987458413344
2020-12-17,125.05000305175781,0.06634017659885183,0.07098477616945836,0.07065544391722761,8.016032064128256e-05,0.46776308963275315
2020-12-18,123.69999694824219,0.05862273512405114,0.0669462452368128,0.06283822751589152,0.359438877755511,0.38714210656549203
2020-12-21,124.30000305175781,0.06381715469200505,0.056694628078851284,0.06449187474047785,0.38673346693386773,0.4030235990052413
2020-12-22,124.19999694824219,0.0672306349372635,0.06446101548691313,0.06343956420603625,0.3017835671342685,0.39175806361713567
2020-12-23,124.55000305175781,0.06530127456856333,0.06756757045013784,0.06389056098898244,0.2011823647294589,0.407600269221056
2020-12-24,125.94999694824219,0.07034729573638471,0.06943149868784598,0.06524352839917175,0.18911823647294587,0.45049766612655284
2020-12-28,123.3499984741211,0.06693381549112626,0.06011183379817181,0.06900179669264134,0.27300601202404806,0.36149578703697044
2020-12-29,125.4000015258789,0.0651528761684308,0.06539296775520048,0.06358988117458547,0.22138276553106212,0.4258488792128882
2020-12-30,125.4000015258789,0.0676758754294054,0.06989748667255641,0.06764882928245197,0.21873747494989979,0.41738651542168675
2020-12-31,128.25,0.07435441487391753,0.07284870440716651,0.06885145678544285,0.31134268537074145,0.49083060895190644
2021-01-04,126.1500015258789,0.07554169265846644,0.07176141491026455,0.0769693071238774,0.4370541082164328,0.4162389848803706
2021-01-05,125.0999984741211,0.06708223653713097,0.06259708724920499,0.06960311044413675,0.444188376753507,0.36755219429442737
2021-01-06,120.9000015258789,0.06411399678401442,0.05731592959104287,0.0670474925923073,0.5460721442885771,0.25182680118087875
2021-01-07,121.0999984741211,0.05580291641693935,0.05343273588701192,0.05472037717745698,0.3606012024048096,0.28814730020068025
2021-01-08,123.69999694824219,0.05966163715433964,0.05296674790230155,0.052615756108573775,0.47687374749498995,0.41191242221413427
2021-01-11,121.44999694824219,0.05713861524749292,0.05156880764930377,0.058628985378125054,0.4360521042084168,0.3651380257917034
2021-01-12,121.4000015258789,0.05565449537093464,0.05576265210943049,0.05472037717745698,0.3224448897795591,0.3897521558674827
2021-01-13,125.25,0.06544969561456798,0.05980118304207599,0.05592302761909712,0.4444088176352705,0.4963133078226116
2021-01-14,127.3499984741211,0.07108935567466379,0.06554830498381509,0.0680998031267489,0.44248496993987974,0.5254159824639468
2021-01-15,128.14999389648438,0.08251707419498794,0.07657658458371625,0.07381237552055248,0.6506012024048096,0.5213666383409492
2021-01-19,127.1500015258789,0.07361235493563839,0.06989748667255641,0.06975345035133523,0.38947895791583165,0.4458016283728251
2021-01-20,125.19999694824219,0.06856635641368919,0.06601429296852546,0.07140709757592151,0.39521042084168334,0.3517873684054221
2021-01-21,126.44999694824219,0.06930841635196833,0.07020813742865217,0.06915213659983982,0.2786372745490982,0.38675227308702453
2021-01-22,124.05000305175781,0.06634017659885183,0.06430567825829847,0.06885145678544285,0.36605210420841683,0.32628779694901294
2021-01-25,123.25,0.06233303481544683,0.06213109926449456,0.060733606447008315,0.3670941883767535,0.33199985046818276
2021-01-26,124.5,0.0651528761684308,0.06554830498381509,0.0619362568886484,0.32515030060120237,0.39423402102938737
2021-01-27,125.5,0.06589493610670993,0.06508231699910466,0.06539386830637023,0.3218436873747495,0.4272412352049775
2021-01-28,124.0,0.06812111592154729,0.06648028095323588,0.06825014303394739,0.3321843687374749,0.3917434437264104
2021-01-29,122.94999694824219,0.06159097487716769,0.061820448508398795,0.06419121786473014,0.40334669338677354,0.36241846483572826
2021-02-01,125.3499984741211,0.06930841635196833,0.06306305153278191,0.059681295912566656,0.4915831663326653,0.4322295181653092
2021-02-02,123.4000015258789,0.06574651506070522,0.0638396902735881,0.0680998031267489,0.3713827655310621,0.3712942849332159
2021-02-03,123.94999694824219,0.06203621536930959,0.0638396902735881,0.06103426332275602,0.2879158316633266,0.4016150310050576
2021-02-04,124.05000305175781,0.06159097487716769,0.05607330286552625,0.06524352839917175,0.6506613226452905,0.40479577967652497
2021-02-05,124.5,0.06500445512242609,0.06725691969404207,0.06569452518211794,0.5085370741482965,0.40972122507760506
2021-02-08,124.0999984741211,0.061887816969177056,0.06570364221242969,0.06434153483327937,0.4898997995991984,0.40444048504893815
2021-02-09,122.94999694824219,0.06040369709261878,0.06321838876139652,0.06389056098898244,0.4592585170340681,0.3669734230787415
2021-02-10,121.0999984741211,0.05817751727778142,0.056228640094140914,0.06058326653980983,0.7188977955911823,0.3213612244868955
